aluminium,flouride,bacteria,viruses,uranium,is_safe
0.02,0.78,0.46,0.007,0.01,0
0.08,0.62,0.02,0.004,0.06,0
0.07,1.43,0.16,0.009,0.02,0
0.07,0.21,0.73,0.73,0.04,0
0.09,1.06,0.89,0.89,0.06,0
0.04,0.53,0.14,0.008,0.03,0
0.09,0.11,0.47,0.008,0.09,0
0.05,0.81,0.25,0.005,0.02,0
0.09,1.3,0.37,0.001,0.04,0
0.08,1.16,0.85,0.85,0.06,0
0.03,0.96,0.45,0.0,0.06,0
0.09,0.44,0.18,0.0,0.0,0
0.02,0.58,0.8,0.8,0.09,0
0.08,0.74,0.13,0.001,0.05,0
0.06,0.71,0.99,0.99,0.06,0
0.09,0.49,0.22,0.006,0.05,0
0.1,0.15,0.37,0.002,0.07,0
0.02,1.37,0.31,0.002,0.03,0
0.0,1.48,0.34,0.009,0.08,0
0.03,0.91,0.66,0.66,0.05,0
0.01,0.03,0.28,0.0,0.04,0
0.08,0.65,0.63,0.63,0.01,0
0.06,0.05,0.2,0.0,0.02,0
0.05,0.9,0.65,0.65,0.05,0
0.02,0.99,0.05,0.003,0.01,0
0.07,1.08,0.71,0.71,0.05,0
0.1,0.61,0.13,0.001,0.02,0
0.01,0.11,0.67,0.67,0.02,0
0.02,0.33,0.13,0.007,0.08,0
0.0,0.86,0.16,0.005,0.07,0
0.06,0.98,0.35,0.002,0.08,0
0.07,1.24,0.83,0.83,0.01,0
0.06,1.29,0.04,0.008,0.06,0
0.09,0.58,0.52,0.52,0.08,0
0.09,0.09,0.91,0.91,0.05,0
0.0,1.07,0.7,0.7,0.03,0
0.05,0.54,0.2,0.009,0.02,0
0.05,0.62,0.23,0.001,0.03,0
0.01,1.43,0.89,0.89,0.08,0
0.08,0.34,0.85,0.85,0.01,0
0.08,0.99,0.75,0.75,0.05,0
0.01,0.22,0.99,0.99,0.07,0
0.05,1.0,0.92,0.92,0.08,0
0.01,1.46,0.58,0.58,0.06,0
0.1,0.43,0.8,0.8,0.06,0
0.01,1.44,0.56,0.56,0.08,0
0.04,0.29,0.96,0.96,0.06,0
0.07,1.0,0.25,0.007,0.05,0
0.1,1.35,0.16,0.002,0.08,0
0.04,0.53,0.44,0.002,0.0,0
0.02,0.26,0.69,0.69,0.05,0
0.02,1.41,0.08,0.006,0.0,0
0.1,0.87,0.13,0.008,0.05,0
0.02,0.51,0.77,0.77,0.04,0
0.07,0.91,0.38,0.005,0.08,0
0.01,1.24,0.12,0.006,0.05,0
0.1,0.0,0.8,0.8,0.0,0
0.03,0.55,0.3,0.002,0.04,0
0.09,1.24,0.75,0.75,0.06,0
0.04,0.42,0.44,0.006,0.0,0
0.08,0.4,0.13,0.004,0.05,0
0.07,0.34,0.26,0.003,0.05,0
0.07,0.68,0.63,0.63,0.06,0
0.08,0.51,0.86,0.86,0.07,0
0.08,1.2,0.32,0.003,0.08,0
0.1,1.04,0.49,0.001,0.03,0
0.06,0.36,0.13,0.008,0.02,0
0.05,1.42,0.27,0.002,0.0,0
0.05,1.04,0.08,0.007,0.08,0
0.08,0.52,0.38,0.002,0.05,0
0.06,0.14,0.27,0.004,0.09,0
0.01,0.89,0.67,0.67,0.01,0
0.07,1.33,0.05,0.001,0.08,0
0.04,1.2,0.77,0.77,0.06,0
0.02,0.59,0.18,0.007,0.01,0
0.07,0.66,0.06,0.008,0.01,0
0.04,0.9,0.58,0.58,0.05,0
0.06,0.75,0.79,0.79,0.03,0
0.09,0.1,0.84,0.84,0.07,0
0.1,0.15,0.23,0.007,0.05,0
0.09,1.01,0.42,0.0,0.0,0
0.1,0.83,0.77,0.77,0.08,0
0.03,0.03,0.98,0.98,0.02,0
0.02,1.47,0.05,0.008,0.05,0
0.0,1.28,0.23,0.008,0.08,0
0.06,0.45,0.24,0.002,0.03,0
0.04,0.52,0.74,0.74,0.02,0
0.05,0.02,0.76,0.76,0.09,0
0.01,0.14,0.06,0.004,0.06,0
0.01,0.2,0.51,0.51,0.05,0
0.1,0.32,0.65,0.65,0.01,0
0.08,1.09,0.72,0.72,0.03,0
0.09,0.36,0.27,0.006,0.05,0
0.03,0.61,0.52,0.52,0.02,0
0.02,1.13,0.05,0.004,0.04,0
0.06,0.26,0.07,0.008,0.04,0
0.04,0.13,0.79,0.79,0.06,0
0.03,0.32,0.53,0.53,0.02,0
0.02,1.14,0.45,0.004,0.04,0
0.04,0.52,0.39,0.007,0.01,0
0.06,0.22,0.25,0.008,0.03,0
0.0,1.21,0.83,0.83,0.05,0
0.05,0.5,0.1,0.008,0.02,0
0.06,0.28,0.53,0.53,0.09,0
0.0,0.43,0.27,0.007,0.05,0
0.02,0.3,0.18,0.004,0.0,0
0.09,0.32,0.31,0.002,0.02,0
0.06,0.58,0.96,0.96,0.08,0
0.06,0.68,0.11,0.006,0.01,0
0.06,0.86,0.64,0.64,0.06,0
0.06,0.01,0.76,0.76,0.05,0
0.07,1.09,0.57,0.57,0.01,0
0.1,1.16,0.79,0.79,0.0,0
0.09,0.69,0.82,0.82,0.07,0
0.03,1.29,0.86,0.86,0.02,0
0.04,0.66,0.58,0.58,0.06,0
0.07,0.86,0.87,0.87,0.08,0
0.04,1.25,0.7,0.7,0.07,0
0.07,0.69,0.55,0.55,0.08,0
0.05,0.62,0.14,0.006,0.05,0
0.05,0.68,0.45,0.006,0.04,0
0.01,1.48,0.75,0.75,0.02,0
0.08,0.76,0.51,0.51,0.08,0
0.05,1.42,1.0,1.0,0.05,0
0.09,0.97,0.23,0.006,0.07,0
0.08,0.73,0.47,0.0,0.02,0
0.02,1.49,0.58,0.58,0.0,0
0.01,0.08,0.51,0.51,0.06,0
0.07,1.21,0.33,0.001,0.01,0
0.01,0.87,0.67,0.67,0.01,0
0.04,1.29,0.82,0.82,0.04,0
0.07,0.89,0.09,0.005,0.08,0
0.02,0.73,0.53,0.53,0.05,0
0.04,1.21,0.65,0.65,0.05,0
0.09,1.18,0.75,0.75,0.07,0
0.1,0.26,0.28,0.009,0.04,0
0.06,1.01,0.19,0.008,0.01,0
0.07,0.5,0.7,0.7,0.02,0
0.08,0.29,0.78,0.78,0.04,0
0.01,0.42,0.75,0.75,0.03,0
0.03,0.25,0.02,0.0,0.0,0
0.01,0.76,0.57,0.57,0.08,0
0.04,0.89,0.55,0.55,0.09,0
0.0,0.66,0.09,0.008,0.02,0
0.02,1.06,0.82,0.82,0.04,0
0.06,0.16,0.41,0.003,0.05,0
0.09,0.04,0.76,0.76,0.02,0
0.05,1.27,0.08,0.008,0.07,0
0.02,0.43,0.04,0.003,0.03,0
0.0,1.38,0.46,0.003,0.02,0
0.09,0.5,0.28,0.005,0.03,0
0.04,1.27,0.61,0.61,0.05,0
0.07,1.12,0.1,0.001,0.07,0
0.07,1.29,0.62,0.62,0.08,0
0.06,1.43,0.71,0.71,0.03,0
0.06,0.52,0.18,0.003,0.01,0
0.03,0.53,0.96,0.96,0.03,0
0.01,0.74,0.5,0.5,0.04,0
0.0,0.93,0.5,0.5,0.02,0
0.08,0.01,0.5,0.5,0.02,0
0.06,0.92,0.42,0.006,0.01,0
0.08,0.32,0.33,0.006,0.08,0
0.07,1.39,0.07,0.006,0.05,0
0.09,1.33,0.59,0.59,0.01,0
0.08,0.07,0.79,0.79,0.04,0
0.03,0.61,1.0,1.0,0.08,0
0.02,0.24,0.15,0.005,0.03,0
0.02,0.98,0.28,0.004,0.01,0
0.06,0.36,0.78,0.78,0.07,0
0.04,0.48,0.33,0.001,0.0,0
0.03,1.06,0.27,0.008,0.07,0
0.01,0.37,0.98,0.98,0.0,0
0.01,1.39,0.87,0.87,0.08,0
0.08,0.85,0.44,0.004,0.02,0
0.03,0.09,0.83,0.83,0.05,0
0.05,0.59,0.07,0.008,0.09,0
0.03,1.4,0.28,0.003,0.04,0
0.03,1.16,0.51,0.51,0.08,0
0.06,1.46,0.31,0.004,0.07,0
0.02,1.03,0.48,0.009,0.02,0
0.02,0.65,0.09,0.006,0.02,0
0.03,0.22,0.69,0.69,0.07,0
0.08,0.28,0.52,0.52,0.08,0
0.04,0.44,0.68,0.68,0.04,0
0.0,0.7,0.01,0.0,0.08,0
0.07,0.79,0.73,0.73,0.05,0
0.05,0.82,0.11,0.005,0.01,0
0.02,1.44,0.44,0.003,0.07,0
0.06,1.5,0.79,0.79,0.06,0
0.08,1.39,0.8,0.8,0.08,0
0.01,1.44,0.07,0.005,0.08,0
0.01,1.19,0.7,0.7,0.02,0
0.01,0.78,0.61,0.61,0.03,0
0.06,1.19,0.39,0.001,0.02,0
0.09,1.34,0.22,0.003,0.07,0
0.06,0.96,0.21,0.004,0.04,0
0.04,1.0,0.67,0.67,0.0,0
0.08,0.74,0.05,0.003,0.0,0
0.03,1.43,0.92,0.92,0.01,0
0.02,0.59,0.49,0.007,0.09,0
0.08,1.33,0.34,0.006,0.01,0
0.1,1.04,1.0,1.0,0.03,0
0.01,0.8,0.32,0.004,0.04,0
0.08,1.43,0.58,0.58,0.01,0
0.06,1.0,0.18,0.005,0.06,0
0.09,1.41,0.74,0.74,0.01,0
0.09,0.19,0.72,0.72,0.03,0
0.07,1.04,0.08,0.001,0.08,0
0.09,1.19,0.18,0.001,0.0,0
0.03,0.4,0.02,0.002,0.04,0
0.04,1.45,0.58,0.58,0.01,0
0.05,1.23,0.56,0.56,0.0,0
0.09,1.43,0.43,0.003,0.06,0
0.09,0.82,0.7,0.7,0.04,0
0.01,1.42,0.31,0.007,0.06,0
0.07,1.37,0.09,0.008,0.02,0
0.1,0.49,0.14,0.007,0.02,0
0.0,0.23,0.93,0.93,0.05,0
0.04,1.26,0.75,0.75,0.07,0
0.08,1.26,0.48,0.007,0.06,0
0.09,1.19,0.72,0.72,0.02,0
0.04,0.95,0.19,0.004,0.05,0
0.09,0.88,0.28,0.001,0.07,0
0.09,1.32,0.85,0.85,0.09,0
0.01,0.66,0.76,0.76,0.04,0
0.03,0.7,0.77,0.77,0.05,0
0.08,0.17,0.66,0.66,0.02,0
0.02,0.45,0.36,0.003,0.01,0
0.04,0.87,0.17,0.001,0.04,0
0.02,0.82,0.48,0.008,0.02,0
0.06,1.27,0.82,0.82,0.07,0
0.03,1.25,0.6,0.6,0.04,0
0.07,1.16,0.98,0.98,0.07,0
0.02,0.97,0.49,0.003,0.08,0
0.09,0.36,0.21,0.007,0.06,0
0.1,0.78,0.89,0.89,0.04,0
0.09,0.84,0.37,0.006,0.01,0
0.03,0.37,0.79,0.79,0.08,0
0.1,1.3,0.73,0.73,0.03,0
0.0,0.15,0.91,0.91,0.0,0
0.05,0.14,0.51,0.51,0.01,0
0.0,0.9,0.51,0.51,0.01,0
0.07,0.17,0.99,0.99,0.03,0
0.04,0.82,0.29,0.004,0.05,0
0.1,0.64,0.1,0.002,0.02,0
0.07,0.65,0.39,0.008,0.07,0
0.01,0.54,0.31,0.001,0.0,0
0.01,0.8,0.97,0.97,0.0,0
0.04,0.76,0.26,0.003,0.04,0
0.03,0.21,0.61,0.61,0.05,0
0.0,0.81,0.87,0.87,0.05,0
0.09,0.04,0.08,0.005,0.04,0
0.05,0.62,0.92,0.92,0.05,0
0.02,0.12,0.74,0.74,0.04,0
0.05,0.68,0.05,0.008,0.0,0
0.07,1.33,1.0,1.0,0.08,0
0.03,0.94,0.26,0.002,0.0,0
0.06,1.48,0.13,0.005,0.08,0
0.05,0.79,0.23,0.002,0.02,0
0.07,0.33,0.5,0.5,0.02,0
0.05,1.3,0.49,0.008,0.08,0
0.09,1.05,0.83,0.83,0.07,0
0.0,0.14,0.66,0.66,0.05,0
0.08,1.06,0.63,0.63,0.02,0
0.1,1.44,0.15,0.003,0.04,0
0.06,0.66,0.3,0.006,0.03,0
0.07,1.28,0.93,0.93,0.09,0
0.07,1.49,0.99,0.99,0.03,0
0.07,1.09,0.46,0.008,0.08,0
0.08,0.97,0.24,0.004,0.08,0
0.01,0.13,0.17,0.0,0.02,0
0.05,0.03,0.1,0.001,0.05,0
0.06,1.11,0.93,0.93,0.05,0
0.08,0.63,0.91,0.91,0.06,0
0.07,1.43,0.75,0.75,0.07,0
0.02,0.52,0.59,0.59,0.07,0
0.1,0.96,0.25,0.001,0.01,0
0.01,0.63,0.48,0.003,0.07,0
0.02,0.45,0.79,0.79,0.06,0
0.02,0.48,0.62,0.62,0.02,0
0.03,0.87,0.61,0.61,0.09,0
0.0,0.58,0.5,0.5,0.01,0
0.05,0.13,0.44,0.008,0.04,0
0.05,1.16,0.36,0.005,0.01,0
0.09,1.19,0.86,0.86,0.03,0
0.03,0.57,0.37,0.007,0.09,0
0.05,0.28,0.19,0.0,0.02,0
0.06,1.4,0.95,0.95,0.08,0
0.09,1.43,0.35,0.004,0.03,0
0.09,1.29,0.64,0.64,0.09,0
0.07,1.35,0.39,0.003,0.04,0
0.03,0.88,0.68,0.68,0.05,0
0.1,1.31,0.57,0.57,0.02,0
0.09,0.67,0.65,0.65,0.07,0
0.05,0.75,0.66,0.66,0.09,0
0.06,1.28,0.96,0.96,0.07,0
0.04,0.29,0.78,0.78,0.06,0
0.02,0.36,0.84,0.84,0.05,0
0.1,0.82,0.9,0.9,0.0,0
0.07,1.09,0.77,0.77,0.08,0
0.09,0.24,0.28,0.007,0.06,0
0.08,1.43,0.37,0.007,0.03,0
0.01,1.47,0.58,0.58,0.04,0
0.0,1.07,0.96,0.96,0.02,0
0.07,0.42,0.15,0.003,0.06,0
0.09,1.06,0.22,0.007,0.03,0
0.05,0.15,0.72,0.72,0.09,0
0.06,1.35,0.38,0.006,0.07,0
0.1,1.16,0.87,0.87,0.08,0
0.09,0.07,0.77,0.77,0.06,0
0.05,1.29,0.56,0.56,0.08,0
0.02,0.55,0.78,0.78,0.07,0
0.1,0.22,0.31,0.008,0.06,0
0.07,0.63,0.23,0.004,0.02,0
0.04,0.59,0.65,0.65,0.04,0
0.05,0.77,0.24,0.003,0.08,0
0.06,0.53,0.66,0.66,0.02,0
0.07,0.5,0.5,0.5,0.06,0
0.01,1.4,0.56,0.56,0.03,0
0.1,1.19,0.61,0.61,0.01,0
0.08,0.83,0.68,0.68,0.05,0
0.03,0.79,0.59,0.59,0.05,0
0.09,0.92,0.93,0.93,0.07,0
0.1,0.57,0.3,0.005,0.03,0
0.07,0.59,0.25,0.008,0.04,0
0.07,0.36,0.41,0.002,0.06,0
0.01,0.07,0.12,0.006,0.01,0
0.02,0.46,0.37,0.004,0.08,0
0.06,1.01,0.3,0.008,0.08,0
0.02,0.32,0.64,0.64,0.05,0
0.05,1.31,0.64,0.64,0.01,0
0.06,0.73,0.92,0.92,0.0,0
0.06,1.09,0.75,0.75,0.01,0
0.01,0.62,0.65,0.65,0.02,0
0.07,0.06,0.58,0.58,0.06,0
0.03,0.44,0.31,0.002,0.02,0
0.01,1.07,0.35,0.004,0.09,0
0.01,1.3,0.89,0.89,0.06,0
0.08,0.4,0.25,0.003,0.04,0
0.07,0.95,0.36,0.003,0.06,0
0.01,1.34,0.62,0.62,0.06,0
0.04,0.21,0.33,0.005,0.05,0
0.05,0.85,0.56,0.56,0.03,0
0.09,0.24,0.49,0.001,0.05,0
0.02,0.05,0.32,0.002,0.05,0
0.09,1.25,0.15,0.002,0.04,0
0.1,0.34,0.21,0.001,0.01,0
0.0,0.75,0.92,0.92,0.09,0
0.04,0.37,0.53,0.53,0.09,0
0.08,0.38,0.09,0.006,0.0,0
0.02,1.45,0.84,0.84,0.05,0
0.02,0.45,0.03,0.005,0.04,0
0.02,1.22,0.29,0.006,0.05,0
0.05,0.03,0.73,0.73,0.07,0
0.0,0.77,0.77,0.77,0.0,0
0.05,1.35,0.69,0.69,0.05,0
0.09,0.4,0.25,0.002,0.04,0
0.08,0.74,0.19,0.005,0.02,0
0.09,1.38,0.68,0.68,0.07,0
0.04,0.88,0.59,0.59,0.06,0
0.08,0.68,0.42,0.005,0.01,0
0.05,0.86,0.4,0.003,0.05,0
0.06,0.03,0.62,0.62,0.03,0
0.09,0.36,0.28,0.004,0.06,0
0.08,0.72,0.25,0.007,0.02,0
0.03,0.11,0.71,0.71,0.03,0
0.01,0.9,0.79,0.79,0.03,0
0.09,1.47,0.14,0.0,0.06,0
0.08,0.1,0.15,0.002,0.04,0
0.06,1.29,0.18,0.001,0.05,0
0.04,0.79,0.7,0.7,0.0,0
0.0,1.11,0.2,0.008,0.02,0
0.06,0.75,0.95,0.95,0.05,0
0.08,1.24,0.44,0.001,0.09,0
0.08,1.01,0.03,0.006,0.09,0
0.07,1.39,0.35,0.001,0.07,0
0.02,1.29,0.39,0.005,0.04,0
0.01,0.04,0.32,0.002,0.02,0
0.01,0.24,0.59,0.59,0.08,0
0.03,0.72,0.39,0.008,0.06,0
0.04,0.76,0.15,0.004,0.01,0
0.07,0.63,0.97,0.97,0.06,0
0.02,0.5,0.09,0.006,0.07,0
0.02,0.84,0.22,0.004,0.09,0
0.02,1.26,0.03,0.003,0.09,0
0.06,0.55,0.58,0.58,0.01,0
0.09,1.36,0.37,0.001,0.05,0
0.06,0.25,0.04,0.003,0.02,0
0.06,0.79,0.89,0.89,0.08,0
0.05,1.18,0.46,0.007,0.05,0
0.04,0.65,0.95,0.95,0.09,0
0.03,0.01,0.75,0.75,0.07,0
0.04,0.96,0.14,0.002,0.02,0
0.03,0.66,0.7,0.7,0.0,0
0.05,0.83,0.8,0.8,0.05,0
0.01,0.78,0.55,0.55,0.01,0
0.08,0.08,0.1,0.008,0.02,0
0.06,0.14,0.41,0.006,0.02,0
0.02,1.08,0.15,0.001,0.0,0
0.06,0.82,0.74,0.74,0.07,0
0.02,0.33,0.49,0.007,0.03,0
0.06,0.4,0.74,0.74,0.0,0
0.07,1.08,0.38,0.002,0.04,0
0.08,1.29,0.28,0.002,0.07,0
0.02,1.35,0.85,0.85,0.09,0
0.07,1.42,0.48,0.006,0.05,0
0.01,0.31,0.01,0.007,0.04,0
0.06,0.03,0.6,0.6,0.04,0
0.05,1.48,0.57,0.57,0.04,0
0.04,0.11,0.85,0.85,0.06,0
0.07,0.2,0.45,0.005,0.01,0
0.03,1.05,0.58,0.58,0.01,0
0.05,1.03,0.18,0.004,0.08,0
0.06,1.38,0.31,0.009,0.08,0
0.09,0.74,0.55,0.55,0.05,0
0.08,0.09,0.11,0.003,0.09,0
0.06,1.04,0.26,0.001,0.0,0
0.01,0.95,0.91,0.91,0.0,0
0.01,1.02,0.4,0.0,0.08,0
0.04,1.3,0.03,0.007,0.04,0
0.05,1.08,0.32,0.001,0.08,0
0.05,1.2,0.26,0.006,0.0,0
0.09,0.99,0.05,0.009,0.02,0
0.05,0.67,0.4,0.008,0.03,0
0.07,1.08,0.44,0.005,0.01,0
0.05,0.93,0.36,0.003,0.09,0
0.08,0.88,0.25,0.002,0.04,0
0.02,0.16,0.02,0.003,0.01,0
0.08,0.3,0.2,0.003,0.0,0
0.01,0.63,0.75,0.75,0.02,0
0.03,1.49,0.24,0.003,0.07,0
0.06,0.16,0.51,0.51,0.07,0
0.09,0.75,0.51,0.51,0.08,0
0.04,0.61,0.01,0.001,0.06,0
0.02,1.44,0.34,0.004,0.08,0
0.1,1.27,0.15,0.002,0.04,0
0.08,0.76,0.23,0.004,0.02,0
0.02,0.14,0.36,0.005,0.03,0
0.04,1.14,0.79,0.79,0.03,0
0.01,0.64,0.26,0.006,0.04,0
0.0,1.36,0.94,0.94,0.03,0
0.07,0.53,0.02,0.001,0.06,0
0.06,0.27,0.2,0.005,0.08,0
0.01,0.65,0.51,0.51,0.03,0
0.05,0.33,0.83,0.83,0.08,0
0.05,0.8,0.54,0.54,0.0,0
0.05,0.81,0.2,0.007,0.02,0
0.07,1.36,0.73,0.73,0.02,0
0.05,0.63,0.09,0.007,0.09,0
0.0,1.46,0.59,0.59,0.08,0
0.06,0.61,0.65,0.65,0.06,0
0.08,0.96,0.32,0.008,0.05,0
0.01,0.03,0.24,0.002,0.07,0
0.03,0.68,0.8,0.8,0.04,0
0.08,1.5,0.36,0.0,0.02,0
0.07,1.07,0.52,0.52,0.0,0
0.03,0.8,0.29,0.001,0.08,0
0.07,0.55,0.03,0.005,0.04,0
0.03,0.79,0.37,0.001,0.06,0
0.05,0.65,0.57,0.57,0.09,0
0.04,0.59,0.4,0.008,0.07,0
0.05,0.47,0.28,0.005,0.09,0
0.06,0.51,0.69,0.69,0.03,0
0.06,0.77,0.67,0.67,0.07,0
0.03,0.99,0.41,0.0,0.08,0
0.08,0.91,0.74,0.74,0.03,0
0.06,1.03,0.44,0.007,0.02,0
0.01,1.39,0.3,0.005,0.06,0
0.09,1.25,0.28,0.002,0.04,0
0.03,1.27,0.53,0.53,0.01,0
0.02,0.02,0.1,0.007,0.03,0
0.05,0.67,0.59,0.59,0.02,0
0.01,1.48,0.06,0.001,0.09,0
0.09,0.33,0.17,0.0,0.08,0
0.03,0.06,0.42,0.003,0.01,0
0.04,0.79,0.72,0.72,0.07,0
0.08,0.61,0.21,0.001,0.06,0
0.04,0.13,0.36,0.002,0.01,0
0.07,1.01,0.76,0.76,0.0,0
0.07,1.45,0.42,0.009,0.0,0
0.04,1.45,0.44,0.007,0.03,0
0.01,0.87,0.39,0.002,0.07,0
0.05,0.26,0.72,0.72,0.06,0
0.09,1.16,0.85,0.85,0.08,0
0.08,0.34,0.98,0.98,0.08,0
0.02,1.44,0.53,0.53,0.05,0
0.03,1.23,0.79,0.79,0.04,0
0.06,1.1,0.06,0.005,0.09,0
0.05,1.29,0.05,0.002,0.05,0
0.09,0.63,0.48,0.007,0.05,0
0.04,1.34,0.28,0.003,0.06,0
0.02,1.2,0.36,0.008,0.02,0
0.07,1.41,0.99,0.99,0.03,0
0.07,1.26,0.74,0.74,0.08,0
0.07,0.37,0.35,0.004,0.03,0
0.02,1.1,0.89,0.89,0.08,0
0.07,0.04,0.13,0.002,0.06,0
0.08,0.95,1.0,1.0,0.09,0
0.06,0.41,0.72,0.72,0.04,0
0.04,0.13,0.93,0.93,0.01,0
0.03,1.15,0.07,0.001,0.03,0
0.02,0.29,0.29,0.0,0.07,0
0.02,0.71,0.2,0.008,0.02,0
0.07,1.39,0.27,0.002,0.04,0
0.09,0.14,0.57,0.57,0.07,0
0.04,0.13,0.43,0.008,0.01,0
0.05,0.7,0.07,0.008,0.05,0
0.09,1.32,0.1,0.005,0.07,0
0.03,1.18,0.55,0.55,0.06,0
0.09,0.19,0.76,0.76,0.08,0
0.09,0.84,0.33,0.005,0.05,0
0.04,1.32,0.99,0.99,0.0,0
0.1,0.64,0.69,0.69,0.05,0
0.04,0.71,0.84,0.84,0.01,0
0.06,1.24,0.51,0.51,0.05,0
0.04,0.1,0.42,0.0,0.09,0
0.06,0.21,0.67,0.67,0.09,0
0.06,0.58,0.21,0.006,0.02,0
0.06,0.23,0.44,0.007,0.05,0
0.09,1.43,0.63,0.63,0.05,0
0.04,0.44,0.14,0.001,0.06,0
0.08,0.09,0.84,0.84,0.05,0
0.03,0.18,0.81,0.81,0.07,0
0.07,0.29,0.58,0.58,0.02,0
0.01,0.37,0.45,0.001,0.06,0
0.09,0.56,0.94,0.94,0.01,0
0.03,1.28,0.77,0.77,0.07,0
0.02,1.26,0.87,0.87,0.08,0
0.06,1.14,0.22,0.002,0.06,0
0.05,0.81,0.19,0.001,0.02,0
0.09,1.46,0.75,0.75,0.07,0
0.01,0.31,0.26,0.002,0.06,0
0.05,0.36,0.64,0.64,0.08,0
0.08,0.83,0.6,0.6,0.0,0
0.1,1.36,0.74,0.74,0.08,0
0.01,0.1,0.79,0.79,0.03,0
0.06,0.59,0.18,0.008,0.05,0
0.05,0.6,0.39,0.009,0.08,0
0.09,0.19,0.92,0.92,0.01,0
0.02,0.2,0.69,0.69,0.08,0
0.02,0.58,0.22,0.002,0.05,0
0.04,1.34,0.76,0.76,0.03,0
0.07,0.06,0.75,0.75,0.05,0
0.0,0.45,0.63,0.63,0.02,0
0.08,1.21,0.4,0.002,0.03,0
0.02,0.64,0.18,0.007,0.04,0
0.1,1.16,0.94,0.94,0.01,0
0.03,1.08,0.99,0.99,0.01,0
0.05,0.49,0.6,0.6,0.07,0
0.09,1.09,0.65,0.65,0.04,0
0.01,0.66,0.07,0.008,0.05,0
0.03,0.83,0.16,0.001,0.09,0
0.05,0.7,0.87,0.87,0.07,0
0.04,1.15,0.61,0.61,0.02,0
0.07,1.2,0.2,0.002,0.04,0
0.05,0.68,0.39,0.001,0.03,0
0.04,0.16,0.91,0.91,0.09,0
0.09,0.85,0.1,0.001,0.0,0
0.06,1.34,0.97,0.97,0.01,0
0.0,0.35,0.86,0.86,0.01,0
0.02,0.79,0.63,0.63,0.01,0
0.04,0.23,0.18,0.007,0.07,0
0.06,0.59,0.61,0.61,0.02,0
0.01,0.91,0.78,0.78,0.06,0
0.07,0.19,0.9,0.9,0.06,0
0.01,0.28,0.89,0.89,0.03,0
0.01,1.39,0.31,0.005,0.08,0
0.02,0.61,0.55,0.55,0.06,0
0.07,0.05,0.49,0.005,0.05,0
0.09,0.48,0.93,0.93,0.04,0
0.08,1.15,0.7,0.7,0.07,0
0.03,0.94,0.22,0.006,0.05,0
0.08,0.33,0.92,0.92,0.06,0
0.08,1.39,0.75,0.75,0.06,0
0.02,0.34,0.53,0.53,0.05,0
0.01,1.31,0.69,0.69,0.01,0
0.04,0.74,0.32,0.002,0.01,0
0.01,0.46,0.19,0.001,0.03,0
0.09,0.83,0.36,0.004,0.09,0
0.1,0.52,0.74,0.74,0.02,0
0.07,0.58,0.26,0.009,0.01,0
0.08,1.25,0.06,0.007,0.03,0
0.07,0.37,0.03,0.008,0.03,0
0.0,0.5,0.86,0.86,0.05,0
0.03,0.58,0.84,0.84,0.07,0
0.01,0.09,0.83,0.83,0.05,0
0.06,1.49,0.15,0.001,0.09,0
0.06,0.33,0.23,0.001,0.02,0
0.08,0.71,0.85,0.85,0.01,0
0.04,0.56,0.95,0.95,0.05,0
0.03,0.85,0.65,0.65,0.08,0
0.06,0.61,0.73,0.73,0.07,0
0.08,0.29,0.02,0.007,0.06,0
0.02,0.22,0.21,0.005,0.05,0
0.07,0.23,0.42,0.006,0.08,0
0.06,1.46,0.08,0.008,0.02,0
0.01,1.05,0.4,0.007,0.07,0
0.01,0.8,0.13,0.009,0.01,0
0.05,0.76,0.78,0.78,0.08,0
0.09,0.26,0.55,0.55,0.05,0
0.02,0.59,0.75,0.75,0.06,0
0.01,0.27,0.19,0.003,0.01,0
0.07,0.35,0.89,0.89,0.08,0
0.05,1.3,0.12,0.003,0.08,0
0.02,0.79,0.15,0.008,0.0,0
0.06,0.89,0.21,0.002,0.03,0
0.01,1.46,0.88,0.88,0.05,0
0.01,1.0,0.79,0.79,0.06,0
0.06,0.47,0.54,0.54,0.03,0
0.01,1.14,0.41,0.001,0.05,0
0.03,0.35,0.89,0.89,0.03,0
0.03,0.48,0.43,0.003,0.03,0
0.03,1.43,0.51,0.51,0.03,0
0.07,0.74,0.95,0.95,0.07,0
0.0,1.15,0.5,0.5,0.02,0
0.08,0.04,0.22,0.009,0.07,0
0.09,0.79,0.7,0.7,0.08,0
0.04,1.07,0.19,0.0,0.0,0
0.03,1.14,0.91,0.91,0.06,0
0.08,0.15,0.62,0.62,0.07,0
0.09,1.31,0.91,0.91,0.08,0
0.02,0.29,0.31,0.005,0.04,0
0.09,0.7,0.94,0.94,0.07,0
0.05,0.06,0.12,0.008,0.08,0
0.01,0.79,0.43,0.005,0.02,0
0.09,0.05,0.2,0.001,0.08,0
0.05,1.16,0.43,0.009,0.08,0
0.06,0.09,1.0,1.0,0.08,0
0.04,0.41,0.67,0.67,0.07,0
0.0,1.26,0.38,0.007,0.02,0
0.0,1.1,0.12,0.001,0.0,0
0.04,1.1,0.5,0.5,0.02,0
0.04,0.14,0.89,0.89,0.02,0
0.04,0.56,0.43,0.002,0.08,0
0.04,0.96,0.64,0.64,0.08,0
